490,783,79,8477,15,2.4
7388,107,399,2154,10,2.3
5901,721,461,11123,13,4.0
4377,22,41,4714,13,5.3
5623,452,554,12141,10,1.1
4356,653,351,2501,10,1.2
1638,43,270,7140,15,0.7
5218,277,673,11400,13,3.6
3636,548,675,13117,13,1.7
3173,436,622,8004,14,0.0
3325,749,250,10685,8,1.6
9274,448,178,13445,15,2.2
9273,648,288,5407,11,5.5
4777,29,658,8759,13,4.9
9913,657,81,12418,15,1.0
6255,30,512,13072,7,0.2
1181,819,307,13566,10,0.7
1433,240,182,11943,9,5.2
492,769,675,6523,8,1.9
9978,229,154,2068,8,4.3
6709,810,316,12471,10,5.5
1335,859,171,4314,7,1.3
2535,423,456,11314,16,1.6
5296,12,35,13821,11,5.2
7747,918,319,12165,11,0.4
1663,861,55,11631,7,2.6
5093,960,335,7258,10,2.2
4241,386,592,12119,16,1.7
1657,341,103,8359,15,5.5
2913,235,620,11020,17,2.1
3488,943,546,654,11,4.4
6736,314,288,7251,10,1.7
6366,268,524,4707,13,1.9
2305,84,32,11419,13,2.4
7068,454,113,2134,17,4.7
6158,166,688,13876,12,5.9
3688,513,172,2919,16,3.9
9085,162,146,2970,13,4.4
6602,498,273,8683,16,2.3
5081,121,462,438,8,1.6
9918,959,119,3565,10,2.1
9538,495,50,5222,16,2.3
2854,59,264,6501,12,1.0
1511,428,176,9579,9,1.5
7789,599,432,4705,8,3.2
4520,245,273,6239,11,3.6
2924,822,85,13658,10,5.8
918,914,255,7997,7,3.8
8826,449,426,4894,13,3.4
7315,476,222,5505,8,1.8
5894,104,33,2362,17,2.7
4378,673,687,13570,16,4.0
184,128,347,6903,17,3.3
4650,980,383,6801,11,5.8
4361,20,442,9791,17,0.6
8149,311,228,4114,9,0.6
5008,369,381,4203,12,5.6
8652,812,243,546,13,1.7
3403,414,511,3695,17,2.4
4979,684,201,9456,10,0.5
405,259,241,2471,14,1.3
2585,692,668,6948,8,1.5
3557,597,350,13974,16,2.4
2465,513,141,6140,9,4.5
2064,471,161,3434,15,0.1
8167,936,295,1745,14,2.0
9362,407,236,11470,13,1.5
8778,793,174,13716,15,0.1
9608,289,236,2649,9,1.9
7277,72,277,12878,16,0.4
26,628,512,10653,17,0.2
1068,395,186,10371,11,3.6
1726,691,335,4993,7,4.4
5873,784,630,7133,8,5.3
3789,316,314,7871,12,4.8
6840,779,167,3022,14,1.6
5151,282,333,1222,14,2.0
2931,362,441,3838,16,1.0
2539,31,642,444,12,1.4
3654,208,198,1226,14,2.1
6553,346,73,3522,11,1.6
2210,291,549,13449,14,1.5
8240,537,201,3109,14,0.2
7423,386,249,6254,16,0.3
1406,819,230,905,15,2.0
9671,155,0,2994,12,3.9
7751,984,694,5933,15,2.8
4638,912,361,3808,13,2.5
8876,441,671,10437,13,1.7
4342,499,260,8145,14,3.5
7568,105,203,6472,13,4.1
8839,469,695,11454,11,1.8
6833,882,277,6009,15,0.3
5458,815,100,6993,10,5.1
5089,463,443,12289,12,0.3
6628,138,595,3066,14,2.6
5993,121,435,12498,15,4.9
3688,299,29,3913,8,3.0
7930,283,223,7671,14,3.8
3551,762,372,13227,16,4.3
7305,855,65,10452,8,4.3
9245,537,591,1610,11,1.3
7881,891,199,1171,17,0.7
5154,757,38,6991,10,5.6
1613,229,480,11613,13,5.7
4717,791,116,11307,10,5.2
1047,295,346,12247,15,1.5
3525,272,108,1909,12,0.3
5668,652,255,389,12,5.3
5402,14,10,3892,10,4.5
742,938,554,12373,7,1.1
4642,106,103,7126,17,2.3
3553,2,489,11277,16,0.8
4987,275,105,7868,9,1.9
4709,166,452,10968,7,3.7
6829,302,551,9819,8,3.6
7572,973,650,10231,15,0.2
9369,740,542,7571,14,0.2
3204,419,477,3739,11,0.2
5643,802,641,6822,8,2.9
7684,884,489,5652,17,1.9
6429,862,407,8416,9,4.1
9536,699,283,11781,7,3.0
5493,90,120,9207,17,0.1
3533,684,93,2621,8,0.8
4580,941,484,10172,11,5.2
9600,334,33,9456,10,3.8
3312,210,377,732,9,3.2
8126,475,281,10899,13,2.4
7892,715,369,10496,9,3.8
1984,570,629,12308,14,3.6
4599,85,31,4824,7,2.3
7257,316,312,8901,7,0.2
619,122,85,4826,13,1.5
5198,30,53,12275,10,3.9
7126,522,234,882,8,0.4
3691,586,697,4216,14,2.6
8926,909,653,434,7,3.9
3602,554,66,6404,7,5.4
2642,834,326,6958,9,0.9
213,699,399,6102,17,5.5
2640,237,472,13741,7,4.5
8581,480,131,10232,7,2.2
1871,462,453,6680,7,2.0
580,440,400,197,10,5.9
4829,922,120,18,7,2.7
6542,866,522,10759,14,2.1
3128,511,178,7508,7,3.2
2446,713,127,12984,14,3.3
2028,502,578,3163,14,0.3
284,703,565,5695,11,4.9
9859,621,595,8872,12,3.9
1328,981,118,11866,11,0.0
2926,748,478,13999,9,1.4
5315,644,689,13882,16,2.5
7422,52,388,59,14,0.8
9655,169,204,13471,11,5.0
8313,811,442,2943,9,1.5
7670,289,532,9838,12,1.1
4413,413,330,12862,17,0.7
0,324,316,6061,9,3.6
119,632,548,8184,12,3.1
4798,536,366,2607,14,5.8
8858,929,370,10024,17,0.8
6509,810,164,8617,14,1.1
2337,791,399,10636,15,1.7
6072,63,203,12364,9,3.6
4586,657,314,9955,17,3.9
3637,313,11,5092,17,3.4
1667,439,389,9499,13,4.5
4497,430,338,11490,17,4.4
8082,549,122,6415,16,3.5
6218,443,197,310,8,3.9
663,477,371,2261,10,2.1
6167,874,490,760,10,5.8
1146,783,357,5012,8,4.3
9949,216,216,12436,13,2.6
1229,636,627,11709,8,5.4
9046,298,601,7633,16,4.1
9659,262,184,1839,12,3.1
6353,191,616,1215,17,1.9
1244,611,625,2322,7,3.9
7615,500,443,4646,17,5.6
3791,667,472,13529,15,1.0
1262,544,126,8032,10,3.2
2155,910,469,5465,12,4.5
4975,170,416,10950,9,4.2
9923,16,286,647,13,1.8
917,871,362,3722,12,3.2
333,572,535,4982,16,3.8
8939,683,665,13585,14,5.9
9640,83,621,12111,16,0.9
4711,987,42,1193,8,1.2
19,406,698,7482,15,2.5
3709,230,206,2573,17,4.6
6077,623,182,6793,9,0.4
8667,504,143,9252,10,3.1
653,921,225,3093,9,4.3
3659,296,188,646,7,4.1
2946,790,536,7793,11,5.6
8690,485,532,2128,15,4.2
6416,586,464,1495,12,2.6
831,44,388,9715,13,0.9
6546,654,568,13886,7,3.0
7680,934,417,12719,9,1.5
801,584,195,4578,17,2.2
2671,618,63,13595,12,1.0
6081,238,340,1546,17,1.9
5543,417,629,5520,8,0.9
3995,722,457,3587,15,0.8
1588,899,641,5149,12,3.4
2580,956,597,5669,12,1.9
6179,589,506,3509,16,4.1
5924,645,345,12105,10,4.3
2887,752,404,12607,12,2.0
1759,895,542,1463,8,1.9
509,916,665,12788,11,5.2
2749,9,569,10994,9,3.9
2650,284,316,11297,12,3.3
1104,800,372,12785,17,1.2
9595,360,251,13367,16,5.0
9625,777,478,8207,13,1.6
2112,158,666,9330,11,3.8
6515,214,40,8285,8,1.9
6922,317,644,9591,7,1.0
7556,297,444,4905,7,3.3
115,482,680,1200,7,0.9
8816,647,29,5212,14,4.3
3899,598,6,4277,13,1.6
7129,293,197,66,8,0.9
179,312,356,11248,9,4.0
5430,204,484,106,17,3.6
7652,714,456,9266,8,4.6
6967,464,117,8291,13,1.7
3770,295,598,4622,10,4.4
7548,548,308,7321,12,5.0
5160,255,362,500,7,4.8
9697,815,277,7389,9,5.2
6328,491,184,10134,12,3.3
8105,645,252,677,12,3.9
2801,658,520,8327,12,5.4
3247,397,33,2408,14,0.5
7598,891,353,1861,9,2.8
858,157,418,11403,17,5.7
5374,125,220,12938,14,0.1
292,587,645,5694,7,4.2
2850,685,151,1907,17,4.6
5894,916,399,44,14,4.5
3651,974,74,7330,10,3.9
3658,608,465,1799,9,0.7
6535,780,304,5580,17,5.9
1884,378,176,10409,8,2.3
4531,230,192,957,10,2.2
490,389,528,7113,15,4.6
4954,632,177,291,9,3.2
374,454,196,3843,13,5.0
2855,696,95,10988,12,2.3
3006,472,312,1373,17,0.4
9477,903,679,10581,10,0.4
2451,639,146,11691,7,0.6
8936,324,142,6258,8,1.7
8645,92,98,2672,10,0.4
6912,976,465,12420,14,0.7
3076,836,459,8971,15,4.6
886,140,361,5135,8,2.2
7424,91,183,4743,8,1.4
8541,865,412,1293,8,0.6
3415,781,457,8220,17,2.4
5778,519,667,9115,9,4.2
9307,835,102,11219,15,0.8
4436,554,203,9662,12,6.0
6459,483,666,6766,14,5.1
8729,91,450,13296,13,3.3
9416,778,677,5851,12,3.0
4570,278,607,4936,11,0.9
6270,576,416,11297,8,0.1
3951,43,116,9107,7,1.9
3880,828,185,5006,14,5.7
3316,805,195,1567,14,5.6
6139,996,357,12377,17,4.4
6832,123,473,13310,16,2.1
4141,181,41,11084,12,1.6
8889,229,52,8120,14,2.2
5997,880,300,4746,7,0.4
1127,112,436,11712,7,2.3
2538,771,91,2707,14,3.9
4293,308,349,8329,9,1.3
4362,112,623,1959,15,2.4
295,39,148,13998,13,2.2
6956,5,320,7720,8,0.5
1321,887,253,8904,14,1.5
5165,394,442,8743,11,6.0
7071,941,177,5181,13,5.4
7391,910,257,4655,14,4.2
4204,436,383,1715,10,1.1
4735,282,90,7760,11,0.8
317,434,412,982,16,2.8
2203,391,295,8620,13,5.9
4434,220,432,6391,11,4.1
9285,62,404,9182,9,5.0
3218,871,505,1418,7,0.7
6899,712,396,7068,17,3.4
3355,150,275,3929,7,3.8
8197,886,76,11321,9,3.3
1894,393,567,4799,13,3.1
3248,895,409,5397,11,5.7
4057,840,634,9117,12,4.5
3411,90,335,10882,15,3.9
8484,621,485,2660,10,5.8
1534,164,265,12738,11,2.1
9160,899,459,5643,13,2.1
252,59,52,3202,12,0.2
7761,302,68,1234,10,5.2
3772,105,78,13707,7,2.7
