12016,161,590,4063,17,4.5
1208,619,359,5311,7,4.9
13379,88,563,8371,16,2.4
9654,791,229,3534,14,5.7
4187,428,45,2974,12,5.2
7243,191,71,3719,14,2.8
10520,660,591,7092,10,1.5
2535,721,391,9873,16,5.1
4189,408,724,1275,9,3.1
5775,959,362,7845,9,3.0
12222,371,181,3614,8,5.4
2113,1009,200,12979,17,4.6
8075,442,376,9610,7,2.0
2907,856,461,1387,8,5.3
12719,741,44,1888,10,1.4
4727,999,407,3063,16,2.1
7011,1016,326,1676,16,2.4
3218,817,551,12104,14,3.6
10365,718,419,4487,14,1.2
13162,447,19,5851,14,2.8
7516,1045,308,5049,12,3.5
12287,701,291,7705,16,1.9
2092,390,474,1294,7,3.2
4843,996,174,11493,8,3.4
13733,468,286,2047,8,3.9
10838,870,676,13909,9,2.6
583,289,391,3000,14,2.0
1181,424,297,2342,16,4.1
1769,427,42,1623,17,2.5
2635,141,51,2956,11,1.7
12179,26,679,10474,7,5.2
9342,759,86,3374,8,4.6
7888,249,357,10326,12,1.4
9491,499,579,1655,17,5.9
795,634,91,11924,12,3.7
4138,584,44,6920,15,2.2
12761,754,287,484,8,2.3
5660,343,368,5030,11,2.1
7903,32,722,8834,8,5.9
8608,602,238,3801,8,1.2
13523,791,279,13329,12,4.9
6630,54,511,12995,9,1.7
4361,656,77,2558,12,5.0
9880,546,460,9689,14,2.9
4755,501,253,1390,15,5.4
8120,567,255,10877,10,2.1
1793,309,615,2781,7,2.4
3992,168,654,7248,13,2.8
1912,827,296,11600,12,2.6
10483,846,514,2679,15,3.6
12701,483,37,6919,8,1.6
10014,585,452,9620,7,1.3
9593,739,421,6152,12,4.9
9997,487,271,12748,12,1.9
13477,815,273,12503,10,3.0
12258,480,599,7588,11,3.6
1374,381,185,9013,14,1.1
4202,95,190,5662,10,2.6
9172,191,359,13558,14,4.4
1079,705,467,5498,9,3.8
3169,329,127,2788,8,1.8
5208,897,443,5963,7,1.7
9802,500,25,3847,14,5.8
10420,560,533,11172,17,2.3
11823,551,335,7758,9,2.7
3429,675,677,977,12,2.7
13108,102,487,13757,11,2.2
1500,71,10,13689,11,1.3
9695,949,174,3475,13,5.9
12353,445,263,6447,15,1.7
12560,81,705,13016,10,1.5
