1167,607,12787,377,3.5
9903,530,12769,1037,97.9
5800,294,5174,166,3.5
12843,704,2454,1083,58.7
4424,718,7751,646,84.0
5266,53,4471,826,27.2
5494,432,11020,348,27.1
10415,666,9965,403,85.1
2218,110,1579,717,93.4
8002,259,5398,763,52.2
9479,416,5105,193,39.0
8374,642,13750,938,56.1
1757,319,5664,959,8.8
3431,484,9540,495,8.4
411,586,9766,941,9.3
4936,606,10049,782,96.0
5236,248,5910,243,53.8
12587,165,8453,424,15.7
13278,339,13187,492,53.6
7967,156,9815,196,83.6
6270,154,7034,458,17.1
11915,484,2222,698,69.8
9081,225,10883,565,2.2
4757,80,10618,908,34.3
12196,415,3754,445,24.6
5303,693,375,521,29.2
11892,433,775,727,1.8
8722,78,1936,243,25.1
10280,62,248,441,87.2
3271,721,4360,339,59.0
13243,724,11190,845,61.7
8509,385,9461,23,73.6
13581,148,13290,843,54.2
5610,747,5629,195,53.6
5471,313,11091,958,90.5
5887,700,8171,993,73.2
12547,79,4769,906,55.9
3288,144,11498,1063,78.2
1725,616,11749,356,63.5
10313,380,3369,198,70.1
13414,557,9524,58,88.4
7057,704,11625,759,58.8
11109,27,2459,573,30.4
6853,656,11569,875,55.0
12794,666,4359,363,80.5
9032,90,11430,551,8.4
13635,383,1093,140,9.5
4010,379,4377,884,95.2
9932,127,691,908,4.8
5725,33,11044,133,41.4
12979,393,8757,940,11.7
12993,178,6272,360,4.8
12994,294,5309,1043,76.1
8386,86,12023,49,96.2
1331,461,2288,174,6.6
5632,164,8109,162,68.9
5174,720,4842,1058,11.4
1520,429,7508,232,38.3
9111,74,11861,380,94.5
4845,91,3627,102,36.0
3767,395,12846,759,29.0
10797,648,12181,207,11.4
1580,415,3461,274,69.7
3011,676,1477,354,35.5
6297,186,7610,774,20.5
2681,566,7498,475,3.3
6880,309,2777,858,13.0
2378,89,8974,228,81.0
6871,642,2411,580,24.4
7254,206,2232,861,10.2
3369,532,4762,162,19.6
1933,728,1134,342,14.9
5921,681,8296,869,60.8
530,623,13439,248,27.3
11653,396,13564,279,23.5
7178,466,1977,611,39.3
13854,705,4611,291,43.1
12137,184,5884,797,87.8
10696,564,1685,50,92.7
4166,317,13399,474,7.8
6946,579,12644,85,9.8
11638,503,577,390,76.8
5864,134,1640,1035,81.8
7698,663,6862,1070,75.8
10069,547,12478,450,63.8
5359,472,10628,959,39.5
1809,370,12716,211,35.9
12100,522,2712,604,96.3
2301,51,3853,235,46.5
3063,310,8914,839,35.0
4638,204,12087,74,78.7
1443,554,6355,259,18.0
6079,420,2951,70,55.9
10247,356,2476,81,14.4
10910,268,325,397,83.0
6052,120,3799,868,80.2
2058,76,12604,923,1.3
2314,233,11590,407,47.8
7390,141,6615,469,38.4
10315,40,6633,442,90.6
10588,407,8769,599,21.1
3475,244,3504,974,67.0
6313,74,9125,703,40.0
2800,180,4813,281,92.6
10187,365,12769,385,73.5
4863,95,232,249,21.5
8031,258,4957,838,40.2
9382,4,9660,387,10.8
13265,73,7756,547,1.5
1405,735,7034,713,1.1
6126,471,2324,145,43.8
11739,600,2520,567,91.0
3323,443,6944,880,59.0
11129,76,6289,1062,14.7
6358,460,8506,688,26.9
10396,636,3733,98,30.6
3160,52,4022,186,92.0
5904,675,5277,966,45.0
1744,713,2597,183,27.9
4325,602,13749,433,80.9
12904,13,415,165,21.0
1884,641,7054,846,67.9
2287,561,4853,314,25.9
7472,107,9843,137,36.0
12543,571,12422,444,15.2
2706,357,11794,38,4.7
3395,239,8879,1068,10.2
10970,107,7528,561,63.5
4577,396,8378,752,74.0
6571,503,3759,850,41.3
13783,169,1901,1024,6.4
987,695,12809,193,99.5
1085,524,1871,1072,50.8
778,703,13029,749,10.8
1266,303,637,247,81.4
10201,85,1758,365,40.5
13731,411,7440,889,5.5
11320,559,8682,445,44.5
6042,432,8689,804,82.1
5299,302,11128,60,83.1
9335,179,8160,1027,37.7
11112,297,9799,783,89.9
4231,336,6826,1003,72.9
1575,375,8512,201,29.8
5173,318,7880,44,42.6
10096,166,2991,541,97.9
1966,121,5672,426,58.8
9646,480,2783,553,61.4
11750,185,7205,764,53.7
11586,468,1557,797,75.4
8870,280,5827,468,48.9
