329,12455,9186,1079,551484.8
329,11840,7285,166,1531217.2
622,9145,7585,1059,1081525.7
406,10727,626,2646,282151.0
47,4514,4060,2212,60508.6
194,11362,3525,1766,538894.1
122,3423,9550,2748,335607.9
515,6963,429,1542,1913046.7
394,5741,9420,850,148977.0
122,959,2869,1728,417619.9
383,1378,3640,2266,215697.0
698,7481,1830,1989,1685861.2
166,7913,4645,945,1946325.5
44,92,8053,142,1540079.4
718,1296,8528,569,1125765.0
665,244,3104,1765,1139492.3
633,4476,1517,333,1138880.7
683,10862,4435,2625,1782363.2
135,2137,423,2906,805819.1
468,9107,3456,2514,574731.8
504,6577,8979,2760,672442.4
100,12359,2186,2137,580841.2
368,3840,4159,1782,18450.3
652,10986,7213,448,836496.5
83,9761,5069,2830,734654.3
230,9688,1309,810,534820.9
416,6958,3340,1639,1017902.7
590,7057,8046,635,1641012.5
185,7609,5530,1439,1200422.0
423,4121,4190,2977,1394380.4
224,5966,8805,2765,1230947.8
81,8009,9684,865,842644.4
22,4333,3511,2922,401523.8
262,82,3977,303,543577.7
674,6116,2370,1579,787057.8
726,6936,4732,1059,1010063.9
37,6106,4309,1266,1961948.0
620,7812,8976,724,1650588.9
609,6698,4472,2102,394298.1
16,5031,9318,555,1883537.5
597,4349,4017,2427,230254.3
415,10823,3703,2470,149084.2
173,400,2276,2815,1467996.5
7,12536,7084,1345,697348.7
561,13234,3299,1866,629154.6
547,11825,1317,1874,440556.2
210,8453,8419,1693,1386829.0
102,9778,8719,2182,917750.9
48,7414,2666,866,970846.8
234,8617,9792,1581,591646.1
465,7287,3380,435,1002126.6
532,3021,49,241,512455.0
383,6260,1434,2295,64832.8
82,1552,4906,82,648681.9
535,8863,4333,1646,814355.8
349,6183,9081,465,1366929.9
527,6946,366,2735,658146.5
303,8850,4814,2754,1489676.0
541,13038,5597,1203,439156.0
160,1552,2824,178,95314.0
429,8984,7204,1257,1313082.3
304,13124,255,1369,618873.9
375,8650,4813,1853,1635458.9
517,1056,7133,1394,631080.0
101,7722,4070,2795,564700.1
4,10079,9453,1757,1758724.7
230,9997,426,100,1854221.8
373,12826,2622,734,1154334.5
634,6392,4232,47,680864.0
171,5375,2340,571,218196.3
91,1157,7868,225,562324.9
586,8828,272,1447,801634.1
556,1197,5787,2301,1369735.2
349,13452,9013,2936,1256129.3
482,7096,3876,2344,1040647.0
338,1787,5712,182,1046596.3
211,9912,3608,265,1360458.7
384,4714,6532,1283,1658651.9
95,318,2554,2221,1292570.9
238,4555,5412,820,428348.5
256,12277,872,1396,1213802.9
159,12008,3950,466,1266384.5
671,1287,3420,2355,922162.9
693,4347,8957,1860,694827.6
436,2700,4738,416,693897.1
737,11568,113,2431,611598.0
320,9812,3512,2442,629161.4
47,10880,7773,2136,1496772.0
24,10472,4796,732,971166.4
131,33,9466,2615,1467094.4
423,3752,7520,1503,1382008.8
535,11974,3390,973,1580907.4
251,11016,9885,1425,1740622.7
319,12533,7036,2185,736791.7
98,1738,6541,2508,138729.5
122,371,3499,870,1110104.2
744,7810,811,1719,1954368.7
667,5832,6695,1070,1660674.7
77,11600,207,2208,973444.9
70,4791,2125,353,1525743.9
142,6501,6189,865,483671.8
318,12745,250,676,230165.5
366,10446,4184,1564,726376.0
64,6241,8844,1254,1533353.8
564,4614,2233,1401,1834566.6
541,11763,494,2641,804973.5
359,13160,4552,2942,1802688.4
435,9625,9410,449,15842.5
733,4939,1869,2201,1019005.8
254,10570,1752,1233,541578.8
558,221,170,2908,875586.2
639,6262,7028,1136,610631.0
2,1988,9970,1185,1507685.2
721,3955,5470,2865,688194.0
430,12790,5236,112,1975663.8
332,992,7464,2712,347893.9
303,4488,3799,2804,374030.0
526,4047,257,2276,431296.2
195,4367,1301,1364,87402.9
50,1167,2844,1327,932712.1
177,3734,2230,2800,1837523.1
97,12830,4457,783,915841.9
20,10723,6386,2185,1097395.4
341,1472,6231,792,1978271.9
419,6506,8482,539,315809.8
80,962,7620,2138,1180141.2
5,13478,2925,792,642356.4
345,13687,3073,1102,862017.2
31,2102,7321,801,1792208.3
646,10208,1751,2001,1686741.2
617,1538,7173,2925,1665916.0
411,4272,9411,457,1619692.6
366,11637,3865,1409,268024.7
690,11364,7388,919,1569030.5
97,7904,1527,2490,205650.7
639,2954,9715,1729,976884.1
348,13388,7101,2426,1157076.3
118,13303,3328,873,1629916.8
19,534,776,2771,693338.7
637,266,9405,1848,198880.1
427,5275,7391,1233,799624.4
604,3625,1701,2731,997328.2
687,259,9336,1619,579083.1
511,4457,2416,848,1113606.6
308,7290,6908,106,1352349.4
542,6003,2581,1321,276760.8
148,8904,400,2996,412310.9
12,7937,5574,797,846094.1
703,494,3766,619,1452984.9
