541,8617,1413,1163,1973965.0
103,1537,323,1777,620223.5
375,573,4055,477,1879856.3
462,10036,1498,1127,1693590.0
260,11483,7792,2293,20113.8
128,7776,136,475,540470.0
294,2804,2383,385,1233740.7
92,8215,1280,2388,1282155.1
699,1496,8651,1105,1260749.7
671,13799,1999,2471,931447.5
120,9297,8476,2665,1914722.0
425,2122,4036,280,1338874.3
643,6975,8593,1815,1517604.5
264,13346,4012,91,1779565.0
674,1315,4260,136,728775.9
84,10931,2623,2697,805788.2
323,6490,5407,1461,349836.4
81,4807,9717,758,1670337.2
436,9079,5906,722,455821.6
34,9916,650,874,873408.1
125,11320,148,393,1001808.8
109,708,4126,354,1371231.6
442,13059,3582,1694,738275.0
46,1771,5271,926,1239904.0
620,13294,6807,2750,1919637.7
111,10321,4284,2406,299314.0
667,8732,8950,2621,1954031.0
295,4175,2270,2791,598905.9
302,12279,4605,833,799247.2
256,6810,4218,2112,969868.9
199,5056,5005,477,1486369.2
71,9771,5971,794,98933.9
6,7611,6220,1725,1118578.1
490,6612,3087,2828,1531404.3
525,11261,9277,181,1110136.1
652,511,6356,2978,1157102.5
652,12870,6449,666,1008911.8
399,9947,7611,1813,1055085.9
341,791,2726,2962,1629958.1
355,2298,4422,2021,1088826.2
314,6591,2258,2041,1164860.6
122,1656,2811,1656,286521.3
171,1570,7348,2554,1538939.1
154,6784,1922,1416,216195.7
448,13202,3969,761,1642728.9
575,4228,6388,2637,1493059.2
472,3146,647,1873,1078503.2
399,13162,917,1322,1785131.8
400,5382,9112,588,672758.9
193,7579,762,1765,629750.8
496,997,3551,1636,1636482.8
684,8651,4753,1695,754470.9
325,11679,5880,157,797728.0
605,1134,3275,1656,984274.1
178,4624,6983,1862,985426.1
259,6270,382,1398,969300.7
503,13322,8870,904,800208.0
302,4873,9460,2736,1414007.7
459,12677,6540,2711,288265.0
657,2119,6060,2794,1574989.0
330,13746,4843,1614,415243.3
498,313,4153,987,246499.2
126,12059,2158,1474,504088.3
437,3870,4430,3000,417009.2
587,3415,6670,2176,486027.8
509,8698,5660,2162,1525148.3
506,10712,8077,1118,73082.4
424,169,242,2650,1702511.0
491,6295,1712,177,533490.4
641,4231,8740,2540,779623.5
412,12038,4202,1744,206149.9
518,12017,273,2218,1418320.9
81,2487,1717,958,1496307.6
190,12408,552,2816,812303.8
484,13306,7441,958,1721488.8
687,6209,7061,1672,296591.2
102,270,7161,1625,818135.0
178,4057,7815,1919,1348460.4
529,12124,6157,524,1637406.2
47,12455,4422,2540,455768.3
298,11438,4160,1760,441915.5
646,1196,8376,1445,107411.9
528,13143,8642,1936,610026.2
245,2189,9974,1307,599443.6
305,9454,6,2097,1977872.8
365,5658,6173,2905,1072431.0
470,5748,4257,629,1974282.1
637,3048,4018,709,123611.3
585,6202,1661,658,1666936.0
666,11112,144,1770,1643162.4
296,6482,4418,111,500674.7
301,12432,6188,2762,1163997.8
258,4977,3396,2844,169063.0
441,8155,9590,979,870166.1
174,8070,9990,2793,1563293.3
317,5400,9512,1603,770327.7
601,8221,4446,2040,1947966.0
546,6842,3074,1609,1065402.9
686,13290,7979,2991,1012474.3
284,7462,3443,2881,1364635.8
452,10456,9923,1061,420209.9
525,9625,1853,2487,1282422.8
192,5745,5798,1480,507935.1
200,7937,255,2282,1795336.4
334,4316,6587,2286,522428.9
113,753,6260,1931,1670839.6
313,1597,3251,1985,457716.5
438,9910,9976,152,328875.4
355,11952,8003,2304,517775.7
83,1707,646,1591,989539.3
77,7552,3972,178,1884963.7
309,2687,5600,915,1294496.2
683,6550,7511,503,642402.8
313,10394,9205,1923,960908.0
293,3867,5216,927,783703.3
613,4207,906,880,1167758.5
121,7610,9569,444,67150.4
577,5010,3655,2228,155704.1
538,1934,5480,151,1804589.3
575,2971,772,2519,1586995.3
519,9394,117,1418,1305074.5
586,5308,5874,2091,1589932.4
620,8082,1298,516,1825532.4
272,12791,4378,2042,809874.1
359,10280,1047,1655,1805957.0
685,13811,4875,1847,245322.4
525,11997,6977,1559,9413.7
645,10450,1161,1855,68542.9
550,641,5962,496,1041345.3
660,8740,6862,1381,1863124.1
368,4123,2296,961,111475.4
388,8555,689,1059,1569397.1
276,2847,1280,3000,466720.9
600,10696,4958,1967,1197377.2
594,1631,6425,2465,1952565.5
253,10590,1709,384,1348744.2
533,2043,9517,2033,74476.7
335,12692,7444,2813,1142568.1
261,2229,332,287,1860730.3
